Time,Obj_ID,Obj_name,Room_ID,Room_name,Activity
365,1050,coffee_filter,41,dining_room,Brush teeth
365,1056,cookingpot,41,dining_room,Brush teeth
365,1058,cup,41,dining_room,Brush teeth
365,1059,cutting_board,41,dining_room,Brush teeth
365,1060,deck_of_cards,241,home_office,Brush teeth
365,1070,dry_pasta,41,dining_room,Brush teeth
365,1083,food_bread,41,dining_room,Brush teeth
365,1087,food_cereal,41,dining_room,Brush teeth
365,1088,food_cheese,41,dining_room,Brush teeth
365,1089,food_chicken,41,dining_room,Brush teeth
365,1091,food_donut,41,dining_room,Brush teeth
365,1098,food_jam,41,dining_room,Brush teeth
365,1102,food_oatmeal,41,dining_room,Brush teeth
365,1106,food_peanut_butter,41,dining_room,Brush teeth
365,1109,food_rice,41,dining_room,Brush teeth
365,1115,food_vegetable,41,dining_room,Brush teeth
365,1116,fork,41,dining_room,Brush teeth
365,1117,fryingpan,41,dining_room,Brush teeth
365,1120,ground_coffee,41,dining_room,Brush teeth
365,1121,hairbrush,1,bathroom,Brush teeth
365,1122,hairdryer,1,bathroom,Brush teeth
365,1123,headset,241,home_office,Brush teeth
365,1126,instrument_guitar,241,home_office,Brush teeth
365,1132,juice,41,dining_room,Brush teeth
365,1137,knife,41,dining_room,Brush teeth
365,1144,milk,41,dining_room,Brush teeth
365,1148,mug,41,dining_room,Brush teeth
365,1154,notebook,241,home_office,Brush teeth
365,1156,oil,41,dining_room,Brush teeth
365,1162,pen,241,home_office,Brush teeth
365,1167,plate,41,dining_room,Brush teeth
365,1172,radio,241,home_office,Brush teeth
365,1174,razor,1,bathroom,Brush teeth
365,1176,remote_control,241,home_office,Brush teeth
365,1184,shaving_cream,1,bathroom,Brush teeth
365,1193,spoon,41,dining_room,Brush teeth
365,1196,tea,41,dining_room,Brush teeth
365,1203,tooth_paste,1,bathroom,Brush teeth
365,1204,toothbrush,1,bathroom,Brush teeth
365,1207,trashbag,41,dining_room,Brush teeth
365,1215,wine,41,dining_room,Brush teeth
365,1216,wine_glass,41,dining_room,Brush teeth
370,99,trashcan,41,dining_room,Brush teeth
370,102,mat,41,dining_room,Brush teeth
370,130,coffe_maker,41,dining_room,Brush teeth
370,1012,toothbrush_holder,1,bathroom,Brush teeth
370,1023,book,162,bedroom,Brush teeth
370,1026,bowl,41,dining_room,Brush teeth
370,1030,cd,241,home_office,Brush teeth
370,1031,cd_player,241,home_office,Brush teeth
370,1034,chessboard,241,home_office,Brush teeth
370,1048,coffee,41,dining_room,Brush teeth
370,1049,coffee_cup,41,dining_room,Brush teeth
370,1050,coffee_filter,41,dining_room,Brush teeth
370,1056,cookingpot,41,dining_room,Brush teeth
370,1058,cup,41,dining_room,Brush teeth
370,1059,cutting_board,41,dining_room,Brush teeth
370,1060,deck_of_cards,241,home_office,Brush teeth
370,1070,dry_pasta,41,dining_room,Brush teeth
370,1083,food_bread,41,dining_room,Brush teeth
370,1087,food_cereal,41,dining_room,Brush teeth
370,1088,food_cheese,41,dining_room,Brush teeth
370,1089,food_chicken,41,dining_room,Brush teeth
370,1091,food_donut,41,dining_room,Brush teeth
370,1098,food_jam,41,dining_room,Brush teeth
370,1102,food_oatmeal,41,dining_room,Brush teeth
370,1106,food_peanut_butter,41,dining_room,Brush teeth
370,1109,food_rice,41,dining_room,Brush teeth
370,1115,food_vegetable,41,dining_room,Brush teeth
370,1116,fork,41,dining_room,Brush teeth
370,1117,fryingpan,41,dining_room,Brush teeth
370,1120,ground_coffee,41,dining_room,Brush teeth
370,1121,hairbrush,1,bathroom,Brush teeth
370,1122,hairdryer,1,bathroom,Brush teeth
370,1123,headset,241,home_office,Brush teeth
370,1126,instrument_guitar,241,home_office,Brush teeth
370,1132,juice,41,dining_room,Brush teeth
370,1137,knife,41,dining_room,Brush teeth
370,1144,milk,41,dining_room,Brush teeth
370,1148,mug,41,dining_room,Brush teeth
370,1154,notebook,241,home_office,Brush teeth
370,1156,oil,41,dining_room,Brush teeth
370,1162,pen,241,home_office,Brush teeth
370,1167,plate,41,dining_room,Brush teeth
370,1172,radio,241,home_office,Brush teeth
370,1174,razor,1,bathroom,Brush teeth
370,1176,remote_control,241,home_office,Brush teeth
370,1184,shaving_cream,1,bathroom,Brush teeth
370,1193,spoon,41,dining_room,Brush teeth
370,1196,tea,41,dining_room,Brush teeth
370,1203,tooth_paste,1,bathroom,Brush teeth
370,1204,toothbrush,1,bathroom,Brush teeth
370,1207,trashbag,41,dining_room,Brush teeth
370,1215,wine,41,dining_room,Brush teeth
370,1216,wine_glass,41,dining_room,Brush teeth
375,1204,toothbrush,1,bathroom,Brush teeth
375,99,trashcan,41,dining_room,Brush teeth
375,102,mat,41,dining_room,Brush teeth
375,130,coffe_maker,41,dining_room,Brush teeth
375,1012,toothbrush_holder,1,bathroom,Brush teeth
375,1023,book,162,bedroom,Brush teeth
375,1026,bowl,41,dining_room,Brush teeth
375,1030,cd,241,home_office,Brush teeth
375,1031,cd_player,241,home_office,Brush teeth
375,1034,chessboard,241,home_office,Brush teeth
375,1048,coffee,41,dining_room,Brush teeth
375,1049,coffee_cup,41,dining_room,Brush teeth
375,1050,coffee_filter,41,dining_room,Brush teeth
375,1056,cookingpot,41,dining_room,Brush teeth
375,1058,cup,41,dining_room,Brush teeth
375,1059,cutting_board,41,dining_room,Brush teeth
375,1060,deck_of_cards,241,home_office,Brush teeth
375,1070,dry_pasta,41,dining_room,Brush teeth
375,1083,food_bread,41,dining_room,Brush teeth
375,1087,food_cereal,41,dining_room,Brush teeth
375,1088,food_cheese,41,dining_room,Brush teeth
375,1089,food_chicken,41,dining_room,Brush teeth
375,1091,food_donut,41,dining_room,Brush teeth
375,1098,food_jam,41,dining_room,Brush teeth
375,1102,food_oatmeal,41,dining_room,Brush teeth
375,1106,food_peanut_butter,41,dining_room,Brush teeth
375,1109,food_rice,41,dining_room,Brush teeth
375,1115,food_vegetable,41,dining_room,Brush teeth
375,1116,fork,41,dining_room,Brush teeth
375,1117,fryingpan,41,dining_room,Brush teeth
375,1120,ground_coffee,41,dining_room,Brush teeth
375,1121,hairbrush,1,bathroom,Brush teeth
375,1122,hairdryer,1,bathroom,Brush teeth
375,1123,headset,241,home_office,Brush teeth
375,1126,instrument_guitar,241,home_office,Brush teeth
375,1132,juice,41,dining_room,Brush teeth
375,1137,knife,41,dining_room,Brush teeth
375,1144,milk,41,dining_room,Brush teeth
375,1148,mug,41,dining_room,Brush teeth
375,1154,notebook,241,home_office,Brush teeth
375,1156,oil,41,dining_room,Brush teeth
375,1162,pen,241,home_office,Brush teeth
375,1167,plate,41,dining_room,Brush teeth
375,1172,radio,241,home_office,Brush teeth
375,1174,razor,1,bathroom,Brush teeth
375,1176,remote_control,241,home_office,Brush teeth
375,1184,shaving_cream,1,bathroom,Brush teeth
375,1193,spoon,41,dining_room,Brush teeth
375,1196,tea,41,dining_room,Brush teeth
375,1203,tooth_paste,1,bathroom,Brush teeth
375,1207,trashbag,41,dining_room,Brush teeth
375,1215,wine,41,dining_room,Brush teeth
375,1216,wine_glass,41,dining_room,Brush teeth
380,1204,toothbrush,1,bathroom,Brush teeth
380,99,trashcan,41,dining_room,Brush teeth
380,102,mat,41,dining_room,Brush teeth
380,130,coffe_maker,41,dining_room,Brush teeth
380,1012,toothbrush_holder,1,bathroom,Brush teeth
380,1023,book,162,bedroom,Brush teeth
380,1026,bowl,41,dining_room,Brush teeth
380,1030,cd,241,home_office,Brush teeth
380,1031,cd_player,241,home_office,Brush teeth
380,1034,chessboard,241,home_office,Brush teeth
380,1048,coffee,41,dining_room,Brush teeth
380,1049,coffee_cup,41,dining_room,Brush teeth
380,1050,coffee_filter,41,dining_room,Brush teeth
380,1056,cookingpot,41,dining_room,Brush teeth
380,1058,cup,41,dining_room,Brush teeth
380,1059,cutting_board,41,dining_room,Brush teeth
380,1060,deck_of_cards,241,home_office,Brush teeth
380,1070,dry_pasta,41,dining_room,Brush teeth
380,1083,food_bread,41,dining_room,Brush teeth
380,1087,food_cereal,41,dining_room,Brush teeth
380,1088,food_cheese,41,dining_room,Brush teeth
380,1089,food_chicken,41,dining_room,Brush teeth
380,1091,food_donut,41,dining_room,Brush teeth
380,1098,food_jam,41,dining_room,Brush teeth
380,1102,food_oatmeal,41,dining_room,Brush teeth
380,1106,food_peanut_butter,41,dining_room,Brush teeth
380,1109,food_rice,41,dining_room,Brush teeth
380,1115,food_vegetable,41,dining_room,Brush teeth
380,1116,fork,41,dining_room,Brush teeth
380,1117,fryingpan,41,dining_room,Brush teeth
380,1120,ground_coffee,41,dining_room,Brush teeth
380,1121,hairbrush,1,bathroom,Brush teeth
380,1122,hairdryer,1,bathroom,Brush teeth
380,1123,headset,241,home_office,Brush teeth
380,1126,instrument_guitar,241,home_office,Brush teeth
380,1132,juice,41,dining_room,Brush teeth
380,1137,knife,41,dining_room,Brush teeth
380,1144,milk,41,dining_room,Brush teeth
380,1148,mug,41,dining_room,Brush teeth
380,1154,notebook,241,home_office,Brush teeth
380,1156,oil,41,dining_room,Brush teeth
380,1162,pen,241,home_office,Brush teeth
380,1167,plate,41,dining_room,Brush teeth
380,1172,radio,241,home_office,Brush teeth
380,1174,razor,1,bathroom,Brush teeth
380,1176,remote_control,241,home_office,Brush teeth
380,1184,shaving_cream,1,bathroom,Brush teeth
380,1193,spoon,41,dining_room,Brush teeth
380,1196,tea,41,dining_room,Brush teeth
380,1203,tooth_paste,1,bathroom,Brush teeth
380,1207,trashbag,41,dining_room,Brush teeth
380,1215,wine,41,dining_room,Brush teeth
380,1216,wine_glass,41,dining_room,Brush teeth
385,1204,toothbrush,1,bathroom,Use bathroom
385,99,trashcan,41,dining_room,Use bathroom
385,102,mat,41,dining_room,Use bathroom
385,130,coffe_maker,41,dining_room,Use bathroom
385,1012,toothbrush_holder,1,bathroom,Use bathroom
385,1023,book,162,bedroom,Use bathroom
385,1026,bowl,41,dining_room,Use bathroom
385,1030,cd,241,home_office,Use bathroom
385,1031,cd_player,241,home_office,Use bathroom
385,1034,chessboard,241,home_office,Use bathroom
385,1048,coffee,41,dining_room,Use bathroom
385,1049,coffee_cup,41,dining_room,Use bathroom
385,1050,coffee_filter,41,dining_room,Use bathroom
385,1056,cookingpot,41,dining_room,Use bathroom
385,1058,cup,41,dining_room,Use bathroom
385,1059,cutting_board,41,dining_room,Use bathroom
385,1060,deck_of_cards,241,home_office,Use bathroom
385,1070,dry_pasta,41,dining_room,Use bathroom
385,1083,food_bread,41,dining_room,Use bathroom
385,1087,food_cereal,41,dining_room,Use bathroom
385,1088,food_cheese,41,dining_room,Use bathroom
385,1089,food_chicken,41,dining_room,Use bathroom
385,1091,food_donut,41,dining_room,Use bathroom
385,1098,food_jam,41,dining_room,Use bathroom
385,1102,food_oatmeal,41,dining_room,Use bathroom
385,1106,food_peanut_butter,41,dining_room,Use bathroom
385,1109,food_rice,41,dining_room,Use bathroom
385,1115,food_vegetable,41,dining_room,Use bathroom
385,1116,fork,41,dining_room,Use bathroom
385,1117,fryingpan,41,dining_room,Use bathroom
385,1120,ground_coffee,41,dining_room,Use bathroom
385,1121,hairbrush,1,bathroom,Use bathroom
385,1122,hairdryer,1,bathroom,Use bathroom
385,1123,headset,241,home_office,Use bathroom
385,1126,instrument_guitar,241,home_office,Use bathroom
385,1132,juice,41,dining_room,Use bathroom
385,1137,knife,41,dining_room,Use bathroom
385,1144,milk,41,dining_room,Use bathroom
385,1148,mug,41,dining_room,Use bathroom
385,1154,notebook,241,home_office,Use bathroom
385,1156,oil,41,dining_room,Use bathroom
385,1162,pen,241,home_office,Use bathroom
385,1167,plate,41,dining_room,Use bathroom
385,1172,radio,241,home_office,Use bathroom
385,1174,razor,1,bathroom,Use bathroom
385,1176,remote_control,241,home_office,Use bathroom
385,1184,shaving_cream,1,bathroom,Use bathroom
385,1193,spoon,41,dining_room,Use bathroom
385,1196,tea,41,dining_room,Use bathroom
385,1203,tooth_paste,1,bathroom,Use bathroom
385,1207,trashbag,41,dining_room,Use bathroom
385,1215,wine,41,dining_room,Use bathroom
385,1216,wine_glass,41,dining_room,Use bathroom
390,1204,toothbrush,1,bathroom,Use bathroom
390,99,trashcan,41,dining_room,Use bathroom
390,102,mat,41,dining_room,Use bathroom
390,130,coffe_maker,41,dining_room,Use bathroom
390,1012,toothbrush_holder,1,bathroom,Use bathroom
390,1023,book,162,bedroom,Use bathroom
390,1026,bowl,41,dining_room,Use bathroom
390,1030,cd,241,home_office,Use bathroom
390,1031,cd_player,241,home_office,Use bathroom
390,1034,chessboard,241,home_office,Use bathroom
390,1048,coffee,41,dining_room,Use bathroom
390,1049,coffee_cup,41,dining_room,Use bathroom
390,1050,coffee_filter,41,dining_room,Use bathroom
390,1056,cookingpot,41,dining_room,Use bathroom
390,1058,cup,41,dining_room,Use bathroom
390,1059,cutting_board,41,dining_room,Use bathroom
390,1060,deck_of_cards,241,home_office,Use bathroom
390,1070,dry_pasta,41,dining_room,Use bathroom
390,1083,food_bread,41,dining_room,Use bathroom
390,1087,food_cereal,41,dining_room,Use bathroom
390,1088,food_cheese,41,dining_room,Use bathroom
390,1089,food_chicken,41,dining_room,Use bathroom
390,1091,food_donut,41,dining_room,Use bathroom
390,1098,food_jam,41,dining_room,Use bathroom
390,1102,food_oatmeal,41,dining_room,Use bathroom
390,1106,food_peanut_butter,41,dining_room,Use bathroom
390,1109,food_rice,41,dining_room,Use bathroom
390,1115,food_vegetable,41,dining_room,Use bathroom
390,1116,fork,41,dining_room,Use bathroom
390,1117,fryingpan,41,dining_room,Use bathroom
390,1120,ground_coffee,41,dining_room,Use bathroom
390,1121,hairbrush,1,bathroom,Use bathroom
390,1122,hairdryer,1,bathroom,Use bathroom
390,1123,headset,241,home_office,Use bathroom
390,1126,instrument_guitar,241,home_office,Use bathroom
390,1132,juice,41,dining_room,Use bathroom
390,1137,knife,41,dining_room,Use bathroom
390,1144,milk,41,dining_room,Use bathroom
390,1148,mug,41,dining_room,Use bathroom
390,1154,notebook,241,home_office,Use bathroom
390,1156,oil,41,dining_room,Use bathroom
390,1162,pen,241,home_office,Use bathroom
390,1167,plate,41,dining_room,Use bathroom
390,1172,radio,241,home_office,Use bathroom
390,1174,razor,1,bathroom,Use bathroom
390,1176,remote_control,241,home_office,Use bathroom
390,1184,shaving_cream,1,bathroom,Use bathroom
390,1193,spoon,41,dining_room,Use bathroom
390,1196,tea,41,dining_room,Use bathroom
390,1203,tooth_paste,1,bathroom,Use bathroom
390,1207,trashbag,41,dining_room,Use bathroom
390,1215,wine,41,dining_room,Use bathroom
390,1216,wine_glass,41,dining_room,Use bathroom
395,1204,toothbrush,1,bathroom,Use bathroom
395,99,trashcan,41,dining_room,Use bathroom
395,102,mat,41,dining_room,Use bathroom
395,130,coffe_maker,41,dining_room,Use bathroom
395,1012,toothbrush_holder,1,bathroom,Use bathroom
395,1023,book,162,bedroom,Use bathroom
395,1026,bowl,41,dining_room,Use bathroom
395,1030,cd,241,home_office,Use bathroom
395,1031,cd_player,241,home_office,Use bathroom
395,1034,chessboard,241,home_office,Use bathroom
395,1048,coffee,41,dining_room,Use bathroom
395,1049,coffee_cup,41,dining_room,Use bathroom
395,1050,coffee_filter,41,dining_room,Use bathroom
395,1056,cookingpot,41,dining_room,Use bathroom
395,1058,cup,41,dining_room,Use bathroom
395,1059,cutting_board,41,dining_room,Use bathroom
395,1060,deck_of_cards,241,home_office,Use bathroom
395,1070,dry_pasta,41,dining_room,Use bathroom
395,1083,food_bread,41,dining_room,Use bathroom
395,1087,food_cereal,41,dining_room,Use bathroom
395,1088,food_cheese,41,dining_room,Use bathroom
395,1089,food_chicken,41,dining_room,Use bathroom
395,1091,food_donut,41,dining_room,Use bathroom
395,1098,food_jam,41,dining_room,Use bathroom
395,1102,food_oatmeal,41,dining_room,Use bathroom
395,1106,food_peanut_butter,41,dining_room,Use bathroom
395,1109,food_rice,41,dining_room,Use bathroom
395,1115,food_vegetable,41,dining_room,Use bathroom
395,1116,fork,41,dining_room,Use bathroom
395,1117,fryingpan,41,dining_room,Use bathroom
395,1120,ground_coffee,41,dining_room,Use bathroom
395,1121,hairbrush,1,bathroom,Use bathroom
395,1122,hairdryer,1,bathroom,Use bathroom
395,1123,headset,241,home_office,Use bathroom
395,1126,instrument_guitar,241,home_office,Use bathroom
395,1132,juice,41,dining_room,Use bathroom
395,1137,knife,41,dining_room,Use bathroom
395,1144,milk,41,dining_room,Use bathroom
395,1148,mug,41,dining_room,Use bathroom
395,1154,notebook,241,home_office,Use bathroom
395,1156,oil,41,dining_room,Use bathroom
395,1162,pen,241,home_office,Use bathroom
395,1167,plate,41,dining_room,Use bathroom
395,1172,radio,241,home_office,Use bathroom
395,1174,razor,1,bathroom,Use bathroom
395,1176,remote_control,241,home_office,Use bathroom
395,1184,shaving_cream,1,bathroom,Use bathroom
395,1193,spoon,41,dining_room,Use bathroom
395,1196,tea,41,dining_room,Use bathroom
395,1203,tooth_paste,1,bathroom,Use bathroom
395,1207,trashbag,41,dining_room,Use bathroom
395,1215,wine,41,dining_room,Use bathroom
395,1216,wine_glass,41,dining_room,Use bathroom
400,1204,toothbrush,1,bathroom,Use bathroom
400,99,trashcan,41,dining_room,Use bathroom
400,102,mat,41,dining_room,Use bathroom
400,130,coffe_maker,41,dining_room,Use bathroom
400,1012,toothbrush_holder,1,bathroom,Use bathroom
400,1023,book,162,bedroom,Use bathroom
400,1026,bowl,41,dining_room,Use bathroom
400,1030,cd,241,home_office,Use bathroom
400,1031,cd_player,241,home_office,Use bathroom
400,1034,chessboard,241,home_office,Use bathroom
400,1048,coffee,41,dining_room,Use bathroom
400,1049,coffee_cup,41,dining_room,Use bathroom
400,1050,coffee_filter,41,dining_room,Use bathroom
400,1056,cookingpot,41,dining_room,Use bathroom
400,1058,cup,41,dining_room,Use bathroom
400,1059,cutting_board,41,dining_room,Use bathroom
400,1060,deck_of_cards,241,home_office,Use bathroom
400,1070,dry_pasta,41,dining_room,Use bathroom
400,1083,food_bread,41,dining_room,Use bathroom
400,1087,food_cereal,41,dining_room,Use bathroom
400,1088,food_cheese,41,dining_room,Use bathroom
400,1089,food_chicken,41,dining_room,Use bathroom
400,1091,food_donut,41,dining_room,Use bathroom
400,1098,food_jam,41,dining_room,Use bathroom
400,1102,food_oatmeal,41,dining_room,Use bathroom
400,1106,food_peanut_butter,41,dining_room,Use bathroom
400,1109,food_rice,41,dining_room,Use bathroom
400,1115,food_vegetable,41,dining_room,Use bathroom
400,1116,fork,41,dining_room,Use bathroom
400,1117,fryingpan,41,dining_room,Use bathroom
400,1120,ground_coffee,41,dining_room,Use bathroom
400,1121,hairbrush,1,bathroom,Use bathroom
400,1122,hairdryer,1,bathroom,Use bathroom
400,1123,headset,241,home_office,Use bathroom
400,1126,instrument_guitar,241,home_office,Use bathroom
400,1132,juice,41,dining_room,Use bathroom
400,1137,knife,41,dining_room,Use bathroom
400,1144,milk,41,dining_room,Use bathroom
400,1148,mug,41,dining_room,Use bathroom
400,1154,notebook,241,home_office,Use bathroom
400,1156,oil,41,dining_room,Use bathroom
400,1162,pen,241,home_office,Use bathroom
400,1167,plate,41,dining_room,Use bathroom
400,1172,radio,241,home_office,Use bathroom
400,1174,razor,1,bathroom,Use bathroom
400,1176,remote_control,241,home_office,Use bathroom
400,1184,shaving_cream,1,bathroom,Use bathroom
400,1193,spoon,41,dining_room,Use bathroom
400,1196,tea,41,dining_room,Use bathroom
400,1203,tooth_paste,1,bathroom,Use bathroom
400,1207,trashbag,41,dining_room,Use bathroom
400,1215,wine,41,dining_room,Use bathroom
400,1216,wine_glass,41,dining_room,Use bathroom
405,1204,toothbrush,1,bathroom,Use bathroom
405,99,trashcan,41,dining_room,Use bathroom
405,102,mat,41,dining_room,Use bathroom
405,130,coffe_maker,41,dining_room,Use bathroom
405,1012,toothbrush_holder,1,bathroom,Use bathroom
405,1023,book,162,bedroom,Use bathroom
405,1026,bowl,41,dining_room,Use bathroom
405,1030,cd,241,home_office,Use bathroom
405,1031,cd_player,241,home_office,Use bathroom
405,1034,chessboard,241,home_office,Use bathroom
405,1048,coffee,41,dining_room,Use bathroom
405,1049,coffee_cup,41,dining_room,Use bathroom
405,1050,coffee_filter,41,dining_room,Use bathroom
405,1056,cookingpot,41,dining_room,Use bathroom
405,1058,cup,41,dining_room,Use bathroom
405,1059,cutting_board,41,dining_room,Use bathroom
405,1060,deck_of_cards,241,home_office,Use bathroom
405,1070,dry_pasta,41,dining_room,Use bathroom
405,1083,food_bread,41,dining_room,Use bathroom
405,1087,food_cereal,41,dining_room,Use bathroom
405,1088,food_cheese,41,dining_room,Use bathroom
405,1089,food_chicken,41,dining_room,Use bathroom
405,1091,food_donut,41,dining_room,Use bathroom
405,1098,food_jam,41,dining_room,Use bathroom
405,1102,food_oatmeal,41,dining_room,Use bathroom
405,1106,food_peanut_butter,41,dining_room,Use bathroom
405,1109,food_rice,41,dining_room,Use bathroom
405,1115,food_vegetable,41,dining_room,Use bathroom
405,1116,fork,41,dining_room,Use bathroom
405,1117,fryingpan,41,dining_room,Use bathroom
405,1120,ground_coffee,41,dining_room,Use bathroom
405,1121,hairbrush,1,bathroom,Use bathroom
405,1122,hairdryer,1,bathroom,Use bathroom
405,1123,headset,241,home_office,Use bathroom
405,1126,instrument_guitar,241,home_office,Use bathroom
405,1132,juice,41,dining_room,Use bathroom
405,1137,knife,41,dining_room,Use bathroom
405,1144,milk,41,dining_room,Use bathroom
405,1148,mug,41,dining_room,Use bathroom
405,1154,notebook,241,home_office,Use bathroom
405,1156,oil,41,dining_room,Use bathroom
405,1162,pen,241,home_office,Use bathroom
405,1167,plate,41,dining_room,Use bathroom
405,1172,radio,241,home_office,Use bathroom
405,1174,razor,1,bathroom,Use bathroom
405,1176,remote_control,241,home_office,Use bathroom
405,1184,shaving_cream,1,bathroom,Use bathroom
405,1193,spoon,41,dining_room,Use bathroom
405,1196,tea,41,dining_room,Use bathroom
405,1203,tooth_paste,1,bathroom,Use bathroom
405,1207,trashbag,41,dining_room,Use bathroom
405,1215,wine,41,dining_room,Use bathroom
405,1216,wine_glass,41,dining_room,Use bathroom
410,1204,toothbrush,1,bathroom,Use bathroom
410,99,trashcan,41,dining_room,Use bathroom
410,102,mat,41,dining_room,Use bathroom
410,130,coffe_maker,41,dining_room,Use bathroom
410,1012,toothbrush_holder,1,bathroom,Use bathroom
410,1023,book,162,bedroom,Use bathroom
410,1026,bowl,41,dining_room,Use bathroom
410,1030,cd,241,home_office,Use bathroom
410,1031,cd_player,241,home_office,Use bathroom
410,1034,chessboard,241,home_office,Use bathroom
410,1048,coffee,41,dining_room,Use bathroom
410,1049,coffee_cup,41,dining_room,Use bathroom
410,1050,coffee_filter,41,dining_room,Use bathroom
410,1056,cookingpot,41,dining_room,Use bathroom
410,1058,cup,41,dining_room,Use bathroom
410,1059,cutting_board,41,dining_room,Use bathroom
410,1060,deck_of_cards,241,home_office,Use bathroom
410,1070,dry_pasta,41,dining_room,Use bathroom
410,1083,food_bread,41,dining_room,Use bathroom
410,1087,food_cereal,41,dining_room,Use bathroom
410,1088,food_cheese,41,dining_room,Use bathroom
410,1089,food_chicken,41,dining_room,Use bathroom
410,1091,food_donut,41,dining_room,Use bathroom
410,1098,food_jam,41,dining_room,Use bathroom
410,1102,food_oatmeal,41,dining_room,Use bathroom
410,1106,food_peanut_butter,41,dining_room,Use bathroom
410,1109,food_rice,41,dining_room,Use bathroom
410,1115,food_vegetable,41,dining_room,Use bathroom
410,1116,fork,41,dining_room,Use bathroom
410,1117,fryingpan,41,dining_room,Use bathroom
410,1120,ground_coffee,41,dining_room,Use bathroom
410,1121,hairbrush,1,bathroom,Use bathroom
410,1122,hairdryer,1,bathroom,Use bathroom
410,1123,headset,241,home_office,Use bathroom
410,1126,instrument_guitar,241,home_office,Use bathroom
410,1132,juice,41,dining_room,Use bathroom
410,1137,knife,41,dining_room,Use bathroom
410,1144,milk,41,dining_room,Use bathroom
410,1148,mug,41,dining_room,Use bathroom
410,1154,notebook,241,home_office,Use bathroom
410,1156,oil,41,dining_room,Use bathroom
410,1162,pen,241,home_office,Use bathroom
410,1167,plate,41,dining_room,Use bathroom
410,1172,radio,241,home_office,Use bathroom
410,1174,razor,1,bathroom,Use bathroom
410,1176,remote_control,241,home_office,Use bathroom
410,1184,shaving_cream,1,bathroom,Use bathroom
410,1193,spoon,41,dining_room,Use bathroom
410,1196,tea,41,dining_room,Use bathroom
410,1203,tooth_paste,1,bathroom,Use bathroom
410,1207,trashbag,41,dining_room,Use bathroom
410,1215,wine,41,dining_room,Use bathroom
410,1216,wine_glass,41,dining_room,Use bathroom
415,1204,toothbrush,1,bathroom,Use bathroom
415,99,trashcan,41,dining_room,Use bathroom
415,102,mat,41,dining_room,Use bathroom
415,130,coffe_maker,41,dining_room,Use bathroom
